1617653838,5.32758620689655,2.25862068965517
1617653840,6.68181818181818,2.09090909090909
1617653856,7.9,1.85
1617653865,4.84821428571429,2.90178571428571
1617653866,4.84821428571429,2.90178571428571
1617653925,3.66304347826087,4.03260869565217
1617653929,3.06779661016949,3.69491525423729
1617653940,3.79230769230769,2.5
1617653942,3.79230769230769,2.5
1617653955,2.89024390243902,3.73170731707317
1617653963,2,3.125
1617653967,2.41666666666667,2.9
1617653969,2.41666666666667,2.9
1617651572,3.97222222222222,1.93055555555556
1617651573,3.97222222222222,1.93055555555556
1617651582,4.85714285714286,3.97959183673469
1617651584,4.85714285714286,3.97959183673469
1617651585,4.85714285714286,3.97959183673469
1617651587,4.85714285714286,3.97959183673469
