1617652215,5.659090909,1.977272727,8,1,2.340909091,-0.977272727,,2.340909091,0.977272727
1617652217,5.659090909,1.977272727,8,1,2.340909091,-0.977272727,,2.340909091,0.977272727
1617652219,5.659090909,1.977272727,7,2,1.340909091,0.022727273,,1.340909091,0.022727273
1617652221,5.659090909,1.977272727,6,3,0.340909091,1.022727273,,0.340909091,1.022727273
1617652223,5.37037037,1.888888889,5,4,-0.37037037,2.111111111,,0.37037037,2.111111111
1617652226,3.58,3.3,4,5,0.42,1.7,,0.42,1.7
1617652230,3.865384615,2.894230769,4,5,0.134615385,2.105769231,,0.134615385,2.105769231
1617652232,3.865384615,2.894230769,3,4,-0.865384615,1.105769231,,0.865384615,1.105769231
1617652234,4.807142857,3.1,2,3,-2.807142857,-0.1,,2.807142857,0.1
1617652236,4.807142857,3.1,1,2,-3.807142857,-1.1,,3.807142857,1.1
1617652240,3.323529412,3.323529412,1,2,-2.323529412,-1.323529412,,2.323529412,1.323529412
1617652242,3.323529412,3.323529412,1,1,-2.323529412,-2.323529412,,2.323529412,2.323529412
1617652246,5.191666667,4.166666667,2,1,-3.191666667,-3.166666667,,3.191666667,3.166666667
1617652248,5.191666667,4.166666667,3,1,-2.191666667,-3.166666667,,2.191666667,3.166666667
1617652249,5.191666667,4.166666667,4,1,-1.191666667,-3.166666667,,1.191666667,3.166666667
1617652251,5.191666667,4.166666667,5,1,-0.191666667,-3.166666667,,0.191666667,3.166666667
,,,,,-0.771594653,-0.712510427,,1.636376121,1.721023441
