1617652219,5.659090909,1.977272727,7,2,1.340909091,0.022727273
1617652221,5.37037037,1.888888889,6,3,0.62962963,1.111111111
1617652226,3.58,3.3,4,5,0.42,1.7
1617652230,3.865384615,2.894230769,4,5,0.134615385,2.105769231
1617652234,4.807142857,3.1,2,3,-2.807142857,-0.1
1617652242,3.323529412,3.323529412,1,1,-2.323529412,-2.323529412
1617652249,5.333333333,3.266666667,4,1,-1.333333333,-2.266666667
