2021-04-05 21:19:59.328 -0400,0,0,0,0,0,0,0,0,0,14661.822046625,-0.08203125,-0.33917236328125,-0.942718505859375,14661.801935625,-0.03198022336581157,-0.08729525660192063,0.3516682130799625,0.04144515842199326,0.03477611020207405,0.001103485003113747,0.004364565014839172,-0.003069847822189331,-0.003435015678405762,XArbitraryZVertical,0.1740535822884278,-0.04574984812188184,-0.02335975188754134,0.9833954255385525,-0.08184868842363358,-0.3444643914699554,-0.9352245926856995,0,0,0,-1,-1,14654.606497,unknown,2,2021-04-05 21:19:52.106 -0400,2021-04-05 19:23:45.401 -0400,642,1.416612,0,0,471.0333,0,0,2021-04-05 21:19:49.536 -0400,639364797.2541279,0,-2.16,98.19253,1,0.7
loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R)
2021-04-05 21:19:59.359 -0400,0,0,0,0,0,0,0,0,0,14661.857244625,-0.07696533203125,-0.34747314453125,-0.9252777099609375,14661.832117625,-0.03210858361486651,-0.08560669379854456,0.3522127683495271,0.0117138521745801,0.03016163036227226,-0.001892105210572481,-0.001777917146682739,0.005803167819976807,-0.007544040679931641,XArbitraryZVertical,0.1743381731925445,-0.04493299818563284,-0.02328661258776273,0.9833844750488211,-0.08025333285331726,-0.3449755907058716,-0.9351744651794434,0,0,0,-1,-1,14654.606497,unknown,2,2021-04-05 21:19:52.106 -0400,2021-04-05 19:23:45.401 -0400,642,1.416612,0,0,471.0333,0,0,2021-04-05 21:19:49.536 -0400,639364797.2541279,0,-2.16,98.19253,1,0.7
2021-04-05 21:19:59.399 -0400,0,0,0,0,0,0,0,0,0,14661.892450625,-0.0913238525390625,-0.3471221923828125,-0.91802978515625,14661.862269625,-0.03206691384164335,-0.08574416020940169,0.3522688765643451,-0.00253385934047401,-0.01664299517869949,-0.002277098596096039,0.004727162420749664,-0.002368658781051636,0.006433188915252686,XArbitraryZVertical,0.1743650997714689,-0.04499718738937956,-0.02327921057834025,0.983376966560113,-0.08038023114204407,-0.3450282514095306,-0.9351441264152527,0,0,0,-1,-1,14654.606497,unknown,2,2021-04-05 21:19:52.106 -0400,2021-04-05 19:23:45.401 -0400,642,1.416612,0,0,471.0333,0,0,2021-04-05 21:19:49.536 -0400,639364797.2541279,0,-2.16,98.19253,1,0.7
2021-04-05 21:19:59.429 -0400,0,0,0,0,0,0,0,0,0,14661.927648625,-0.0711517333984375,-0.3350830078125,-0.9251556396484375,14661.892450625,-0.0326181033496799,-0.08542060423038574,0.3517060775222593,-0.03635965660214424,0.03482886403799057,-0.03463935106992722,-0.009429104626178741,-0.001462608575820923,0.02091944217681885,XArbitraryZVertical,0.1740797089411156,-0.04488374271832311,-0.023510992890946,0.9834271601292213,-0.08009421080350876,-0.344499945640564,-0.9353634119033813,0,0,0,-1,-1,14654.606497,unknown,2,2021-04-05 21:19:52.106 -0400,2021-04-05 19:23:45.401 -0400,642,1.416612,0,0,471.0333,0,0,2021-04-05 21:19:49.536 -0400,639364797.2541279,0,-2.16,98.19253,1,0.7
2021-04-05 21:19:59.469 -0400,0,0,0,0,0,0,0,0,0,14661.962854625,-0.06304931640625,-0.3413238525390625,-0.9378509521484375,14661.952784625,-0.03426784815892012,-0.08322580778006342,0.3504742138746612,-0.01929114572703838,-0.04098092764616013,0.01171569898724556,0.0185212567448616,0.008580595254898071,0.008972465991973877,XArbitraryZVertical,0.1734632999084525,-0.04394220182483798,-0.02410779715281784,0.983564054360334,-0.07807630300521851,-0.3433432281017303,-0.9359591603279114,0,0,0,-1,-1,14654.606497,unknown,2,2021-04-05 21:19:52.106 -0400,2021-04-05 19:23:45.401 -0400,642,1.416612,0,0,471.0333,0,0,2021-04-05 21:19:49.536 -0400,639364797.2541279,0,-2.16,98.19253,1,0.7
2021-04-05 21:19:59.499 -0400,0,0,0,0,0,0,0,0,0,14661.998022625,-0.07666015625,-0.342071533203125,-0.96026611328125,14661.982966625,-0.03383198497440877,-0.08557654257864372,0.3494665238880756,-0.05810050293803215,-0.05934590473771095,0.0005107149481773376,0.01383852958679199,0.002049267292022705,-0.007837176322937012,XArbitraryZVertical,0.1729489544491583,-0.0450557817829035,-0.02407758146282536,0.9836051289065182,-0.08030581474304199,-0.34239661693573,-0.9361172914505005,0,0,0,-1,-1,14654.606497,unknown,2,2021-04-05 21:19:52.106 -0400,2021-04-05 19:23:45.401 -0400,642,1.416612,0,0,471.0333,0,0,2021-04-05 21:19:49.536 -0400,639364797.2541279,0,-2.16,98.19253,1,0.7
2021-04-05 21:19:59.540 -0400,0,0,0,0,0,0,0,0,0,14662.033228625,-0.073333740234375,-0.33221435546875,-0.944915771484375,14662.013117625,-0.03428566695317935,-0.08654680426638406,0.3483004572367345,-0.008899258449673653,-0.01895443350076675,-0.01661582477390766,0.004954561591148376,-0.001915186643600464,-0.02596628665924072,XArbitraryZVertical,0.172353282547747,-0.04556672520452654,-0.02436149538530819,0.9836791523876421,-0.08124850690364838,-0.3413008153438568,-0.9364360570907593,0,0,0,-1,-1,14654.606497,unknown,2,2021-04-05 21:19:52.106 -0400,2021-04-05 19:23:45.401 -0400,642,1.416612,0,0,471.0333,0,0,2021-04-05 21:19:49.536 -0400,639364797.2541279,0,-2.16,98.19253,1,0.7
2021-04-05 21:19:59.571 -0400,0,0,0,0,0,0,0,0,0,14662.068426625,-0.081573486328125,-0.354736328125,-0.931060791015625,14662.043299625,-0.03421541772655042,-0.08609743964485708,0.3497738389381769,0.07507321238517761,0.01938080787658691,0.04239892959594727,0.007450632750988007,0.01047095656394958,-0.008945345878601074,XArbitraryZVertical,0.173085158886642,-0.04534654957619964,-0.0243172492957325,0.98356192017354,-0.08078436553478241,-0.342685341835022,-0.9359704256057739,0,0,0,-1,-1,14654.606497,unknown,2,2021-04-05 21:19:52.106 -0400,2021-04-05 19:23:45.401 -0400,642,1.416612,0,0,471.0333,0,0,2021-04-05 21:19:49.536 -0400,639364797.2541279,0,-2.16,98.19253,1,0.7
2021-04-05 21:19:59.610 -0400,0,0,0,0,0,0,0,0,0,14662.103632625,-0.0786895751953125,-0.35009765625,-0.948028564453125,14662.073450625,-0.03277924150863553,-0.08659040140365748,0.3505631436624989,-0.02651123143732548,-0.04210260882973671,0.02531944215297699,0.003677181899547577,-0.009432762861251831,0.006217420101165771,XArbitraryZVertical,0.1735001134643064,-0.04546807060090014,-0.02366932303822912,0.9834989474343634,-0.08122234046459198,-0.3434267640113831,-0.935660719871521,0,0,0,-1,-1,14654.606497,unknown,2,2021-04-05 21:19:52.106 -0400,2021-04-05 19:23:45.401 -0400,642,1.416612,0,0,471.0333,0,0,2021-04-05 21:19:49.536 -0400,639364797.2541279,0,-2.16,98.19253,1,0.7
2021-04-05 21:19:59.641 -0400,0,0,0,0,0,0,0,0,0,14662.138830625,-0.084869384765625,-0.350494384765625,-0.9422149658203125,14662.133814625,-0.03260304751597976,-0.08690703857784539,0.3487776163087596,-0.01869633980095387,0.03298800438642502,0.007359583396464586,0.0005322694778442383,-0.003892868757247925,-0.01024305820465088,XArbitraryZVertical,0.1726220618577017,-0.04560091798007391,-0.02357449120787549,0.9836495901506468,-0.08157169073820114,-0.3417492806911469,-0.9362443685531616,0,0,0,-1,-1,14654.606497,unknown,2,2021-04-05 21:19:52.106 -0400,2021-04-05 19:23:45.401 -0400,642,1.416612,0,0,471.0333,0,0,2021-04-05 21:19:49.536 -0400,639364797.2541279,0,-2.16,98.19253,1,0.7
