loggingTime,loggingSample,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,magnetometerTimestamp_sinceReboot,magnetometerX,magnetometerY,magnetometerZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionHeading,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,pedometerStartDate,pedometerNumberofSteps,pedometerAverageActivePace,pedometerCurrentPace,pedometerCurrentCadence,pedometerDistance,pedometerFloorAscended,pedometerFloorDescended,pedometerEndDate,altimeterTimestamp_sinceReboot,altimeterReset,altimeterRelativeAltitude,altimeterPressure,IP_Timestamp_since1970,IP_en0,IP_pdp_ip0,deviceID,deviceOrientationTimeStamp_since1970,deviceOrientation,batteryTimeStamp_since1970,batteryState,batteryLevel,avAudioRecorder_Timestamp_since1970,avAudioRecorderPeakPower,avAudioRecorderAveragePower,label
1617672463.101898,1,0,0,0,0,0,0,0,0,0,1617672463.09205,-17.45454406738281,-2.929500579833984,-33.20336151123047,36.15226364135742,43.18183517456055,16.94458198547363,1046665.561817042,0.0585174560546875,-0.110107421875,-1.0203857421875,1046665.530686042,0.1185932233929634,0.09199091047048569,-0.1207178980112076,1046665.531394042,-6.158905029296875,32.14437866210938,-104.4805908203125,1046665.528196042,-1.493778941407836,0.02760165394083105,0.06593099209322367,0.1538114547729492,0.08793607354164124,-0.1225069016218185,0.004673222079873085,-0.02759210020303726,0.007472336292266846,2,0.03355391209844257,-0.01226793397960294,-0.6785919858209437,0.7336460963063581,0.02753818780183792,-0.06588323414325714,-0.9974472522735596,-17.6086597442627,-2.524406433105469,-33.35166931152344,-1,2,1046665.528912042,1,2,1617672463.062319,1617670944.349944,97,1.562887,0,0,65.01641,0,0,1617672335.235306,1046662.835482,0,-1.469116,98.15584,0,0,0,0,0,1,1617672463.093537,1,0.14,1617672463.064248,-15.07143,-27.9513,0
1617672463.119713,2,0,0,0,0,0,0,0,0,0,1617672463.110085,-17.40801620483398,-2.899969100952148,-33.20341491699219,36.03211975097656,43.06169128417969,16.94462966918945,1046665.595438042,0.016571044921875,-0.0554351806640625,-0.88385009765625,1046665.564307042,-0.3181998133659363,-0.2470667809247971,0.03463228046894073,1046665.591386042,-6.065902709960938,31.97946166992188,-104.4214019775391,1046665.528196042,-1.493778941407836,0.02760165394083105,0.06593099209322367,0.1538114547729492,0.08793607354164124,-0.1225069016218185,0.004673222079873085,-0.02759210020303726,0.007472336292266846,2,0.03355391209844257,-0.01226793397960294,-0.6785919858209437,0.7336460963063581,0.02753818780183792,-0.06588323414325714,-0.9974472522735596,-17.6086597442627,-2.524406433105469,-33.35166931152344,-1,2,1046665.528912042,1,2,1617672463.062319,1617670944.349944,97,1.562887,0,0,65.01641,0,0,1617672335.235306,1046662.835482,0,-1.469116,98.15584,0,0,0,0,0,1,1617672463.093537,1,0.14,1617672463.115881,-15.07143,-29.01451,0
1617672463.159528,3,0,0,0,0,0,0,0,0,0,1617672463.14994,-17.4874153137207,-2.357772827148438,-33.16587066650391,35.83332824707031,42.86289978027344,16.94472503662109,1046665.629061042,0.0322418212890625,-0.044036865234375,-0.9430084228515625,1046665.597930042,0.0955483615398407,0.4485777914524078,0.09852177649736404,1046665.591386042,-6.065902709960938,31.97946166992188,-104.4214019775391,1046665.587968042,-1.492847105332247,0.02574597202678492,0.05509850631741624,-0.0722615122795105,0.2351703196763992,0.1383254677057266,-0.008278416469693184,0.001512285321950912,0.1109293103218079,2,0.02895770383185593,-0.009256012098869013,-0.678443348809791,0.7340235379373428,0.02570406161248684,-0.05507063120603561,-0.9981515407562256,-17.47635269165039,-2.76860237121582,-33.24188232421875,-1,2,1046665.528912042,1,2,1617672463.062319,1617670944.349944,97,1.562887,0,0,65.01641,0,0,1617672335.235306,1046662.835482,0,-1.469116,98.15584,0,0,0,0,0,1,1617672463.093537,1,0.14,1617672463.129985,-15.07143,-29.01451,0
1617672463.189867,4,0,0,0,0,0,0,0,0,0,1617672463.169862,-17.0833625793457,-2.617591857910156,-33.39495849609375,35.86050796508789,42.89007949829102,16.94477272033691,1046665.662682042,0.0574951171875,-0.0794677734375,-1.027816772460938,1046665.631551042,0.6681255698204041,0.763245165348053,0.0113173695281148,1046665.651381042,-5.279495239257812,31.82827758789062,-104.6210632324219,1046665.647740042,-1.490968066061771,0.06231978398350554,0.07994672650314057,0.7952274680137634,0.7484621405601501,-0.03726346045732498,-0.01541904732584953,0.006527848541736603,-0.01684778928756714,2,0.05046504791141723,-0.004221610032414298,-0.676541850305064,0.7346609394703307,0.06208052858710289,-0.0798615887761116,-0.9948709011077881,-16.82136535644531,-2.796390533447266,-33.43923187255859,-1,2,1046665.528912042,1,2,1617672463.062319,1617670944.349944,97,1.562887,0,0,65.01641,0,0,1617672335.235306,1046662.835482,0,-1.469116,98.15584,0,0,0,0,0,1,1617672463.093537,1,0.14,1617672463.163139,-15.07143,-29.98493,0
1617672463.22389,5,0,0,0,0,0,0,0,0,0,1617672463.209779,-16.08432769775391,-3.551385879516602,-34.24166870117188,36.0971794128418,43.12675094604492,16.94486808776855,1046665.696304042,0.1079864501953125,-0.0999755859375,-1.093505859375,1046665.665172042,0.7157876491546631,0.6089019775390625,-0.06835748255252838,1046665.651381042,-5.279495239257812,31.82827758789062,-104.6210632324219,1046665.647740042,-1.490968066061771,0.06231978398350554,0.07994672650314057,0.7952274680137634,0.7484621405601501,-0.03726346045732498,-0.01541904732584953,0.006527848541736603,-0.01684778928756714,2,0.05046504791141723,-0.004221610032414298,-0.676541850305064,0.7346609394703307,0.06208052858710289,-0.0798615887761116,-0.9948709011077881,-16.82136535644531,-2.796390533447266,-33.43923187255859,-1,2,1046665.528912042,1,2,1617672463.062319,1617670944.349944,97,1.562887,0,0,65.01641,0,0,1617672335.235306,1046662.835482,0,-1.469116,98.15584,0,0,0,0,0,1,1617672463.093537,1,0.14,1617672463.197351,-15.07143,-28.45499,0
1617672463.259585,6,0,0,0,0,0,0,0,0,0,1617672463.250189,-15.61789321899414,-4.213752746582031,-34.50144958496094,36.19436264038086,43.22393417358398,16.94496154785156,1046665.729927042,0.0772705078125,-0.0873565673828125,-1.02545166015625,1046665.698796042,0.01966078579425812,-0.05730350315570831,-0.04936834797263145,1046665.711369042,-4.162582397460938,30.49847412109375,-105.667724609375,1046665.707513042,-1.496099952571578,0.08343263504706074,0.1054633567099061,-0.1862833201885223,-0.2337089627981186,-0.04241006076335907,0.01952899247407913,0.009885266423225403,-0.07694739103317261,2,0.06692990089006814,-0.00529344196368018,-0.6770629521449307,0.7328561238909399,0.08287285268306732,-0.1052679643034935,-0.9909847378730774,-15.64559745788574,-4.157966613769531,-34.51203155517578,-1,2,1046665.528912042,1,2,1617672463.062319,1617670944.349944,97,1.562887,0,0,65.01641,0,0,1617672335.235306,1046662.835482,0,-1.469116,98.15584,0,0,0,0,0,1,1617672463.093537,1,0.14,1617672463.230558,-10.85564,-28.45482,0
1617672463.289243,7,0,0,0,0,0,0,0,0,0,1617672463.269638,-15.63143539428711,-4.26386833190918,-34.41908264160156,36.2346076965332,43.26417922973633,16.94500923156738,1046665.763548042,0.0430145263671875,-0.0755157470703125,-0.965789794921875,1046665.732417042,-0.5372296571731567,-0.4433103203773499,-0.07749266177415848,1046665.711369042,-4.162582397460938,30.49847412109375,-105.667724609375,1046665.707513042,-1.496099952571578,0.08343263504706074,0.1054633567099061,-0.1862833201885223,-0.2337089627981186,-0.04241006076335907,0.01952899247407913,0.009885266423225403,-0.07694739103317261,2,0.06692990089006814,-0.00529344196368018,-0.6770629521449307,0.7328561238909399,0.08287285268306732,-0.1052679643034935,-0.9909847378730774,-15.64559745788574,-4.157966613769531,-34.51203155517578,-1,2,1046665.528912042,1,2,1617672463.062319,1617670944.349944,97,1.562887,0,0,65.01641,0,0,1617672335.235306,1046662.835482,0,-1.469116,98.15584,0,0,0,0,0,1,1617672463.093537,1,0.14,1617672463.272021,-10.85564,-29.68397,0
1617672463.333822,8,0,0,0,0,0,0,0,0,0,1617672463.329426,-16.50828742980957,-3.03034782409668,-34.09261322021484,36.52422332763672,43.55379486083984,16.94515419006348,1046665.797171042,0.0436859130859375,-0.069000244140625,-0.95355224609375,1046665.766038042,-0.4928144812583923,-0.2574568390846252,-0.1134820878505707,1046665.771359042,-4.685211181640625,31.08250427246094,-105.1595001220703,1046665.767285042,-1.498742134577905,0.06102168153778476,0.07551219840892001,-0.4878837168216705,-0.2463183552026749,-0.1109551936388016,-0.02029784023761749,0.006836935877799988,0.04213887453079224,2,0.0483877625250581,-0.003382428059524288,-0.6795331279395169,0.7320395531030709,0.06081003323197365,-0.07544045895338058,-0.9952943921089172,-16.08897399902344,-3.708194732666016,-34.05610656738281,-1,2,1046665.528912042,1,2,1617672463.062319,1617670944.349944,97,1.562887,0,0,65.01641,0,0,1617672335.235306,1046662.835482,0,-1.469116,98.15584,0,0,0,0,0,1,1617672463.093537,1,0.14,1617672463.297374,-10.85564,-30.09183,0
1617672463.358912,9,0,0,0,0,0,0,0,0,0,1617672463.349479,-16.49750900268555,-3.056087493896484,-34.05912780761719,36.63143157958984,43.66100311279297,16.9452018737793,1046665.830792042,0.0716705322265625,-0.090728759765625,-1.025039672851562,1046665.799661042,0.007600395474582911,0.1256828308105469,-0.1099832281470299,1046665.831345042,-4.989486694335938,31.55560302734375,-105.0913238525391,1046665.767285042,-1.498742134577905,0.06102168153778476,0.07551219840892001,-0.4878837168216705,-0.2463183552026749,-0.1109551936388016,-0.02029784023761749,0.006836935877799988,0.04213887453079224,2,0.0483877625250581,-0.003382428059524288,-0.6795331279395169,0.7320395531030709,0.06081003323197365,-0.07544045895338058,-0.9952943921089172,-16.08897399902344,-3.708194732666016,-34.05610656738281,-1,2,1046665.528912042,1,2,1617672463.062319,1617670944.349944,97,1.562887,0,0,65.01641,0,0,1617672335.235306,1046662.835482,0,-1.469116,98.15584,0,0,0,0,0,1,1617672463.093537,1,0.14,1617672463.346679,-10.85564,-25.89086,0
1617672463.391485,10,0,0,0,0,0,0,0,0,0,1617672463.389113,-16.31528091430664,-3.28468132019043,-34.03582000732422,36.71279144287109,43.74236297607422,16.94529724121094,1046665.864414042,0.07879638671875,-0.0822906494140625,-1.032821655273438,1046665.833282042,0.0950452908873558,0.115882396697998,-0.0420537106692791,1046665.831345042,-4.989486694335938,31.55560302734375,-105.0913238525391,1046665.827057042,-1.504350706567368,0.06386935426160037,0.0691027007558644,0.09472151845693588,0.1407805979251862,-0.05119031667709351,0.01152181625366211,-0.0207502543926239,-0.0390276312828064,2,0.04701362913008247,-0.000288787516668991,-0.6816675017099263,0.7301500084374548,0.06367360800504684,-0.0690477192401886,-0.9955792427062988,-16.4471549987793,-3.11625862121582,-33.96468353271484,-1,2,1046665.528912042,1,2,1617672463.062319,1617670944.349944,97,1.562887,0,0,65.01641,0,0,1617672335.235306,1046662.835482,0,-1.469116,98.15584,0,0,0,0,0,1,1617672463.093537,1,0.14,1617672463.36468,-10.85564,-25.89086,0
