2021-04-05 21:54:35.361 -0400,0,0,0,0,0,0,0,0,0,16342.383818375,-0.0924072265625,-0.274200439453125,-0.9511871337890625,16342.353666375,-0.02916453697716142,-0.107378694223982,0.2870942609329658,-0.05647531524300575,-0.06680339574813843,0.05398824065923691,0.01318636536598206,0.0107819139957428,0.01438373327255249,XArbitraryZVertical,0.1420588621792178,-0.05518894549535521,-0.02208698207739913,0.9880717625061523,-0.1027859747409821,-0.2831666171550751,-0.953546941280365,0,0,0,-1,-1,16336.74327125,unknown,2,2021-04-05 21:54:29.709 -0400,2021-04-05 19:23:45.401 -0400,796,1.436661,0,0,588.679,0,0,2021-04-05 21:54:32.276 -0400,639366874.8519021,0,-2.39,98.19502,1,0.63
loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R)
2021-04-05 21:54:35.392 -0400,0,0,0,0,0,0,0,0,0,16342.41901775,-0.1027984619140625,-0.2795562744140625,-0.9646453857421875,16342.383818375,-0.02777734490401989,-0.1109861393998951,0.2849155911730319,-0.05084145069122314,-0.1523660272359848,0.04314080625772476,0.01573233306407928,0.003137528896331787,0.008086860179901123,XArbitraryZVertical,0.1409817046852489,-0.05686620419364478,-0.02160027965734515,0.9881416711982921,-0.1062932461500168,-0.2810764610767365,-0.9537807703018188,0,0,0,-1,-1,16336.74327125,unknown,2,2021-04-05 21:54:29.709 -0400,2021-04-05 19:23:45.401 -0400,796,1.436661,0,0,588.679,0,0,2021-04-05 21:54:32.276 -0400,639366874.8519021,0,-2.39,98.19502,1,0.63
2021-04-05 21:54:35.432 -0400,0,0,0,0,0,0,0,0,0,16342.45422375,-0.1079864501953125,-0.2749786376953125,-0.96844482421875,16342.44418275,-0.02556955711840229,-0.111528441089947,0.2815498074980895,-0.06498701125383377,0.08717016875743866,0.01766833290457726,-0.002459846436977386,-0.003679960966110229,-0.01902079582214355,XArbitraryZVertical,0.1393753504653602,-0.0569704568862443,-0.02045789197508684,0.9883877428007131,-0.1069151535630226,-0.2778447568416595,-0.9546577334403992,0,0,0,-1,-1,16336.74327125,unknown,2,2021-04-05 21:54:29.709 -0400,2021-04-05 19:23:45.401 -0400,796,1.436661,0,0,588.679,0,0,2021-04-05 21:54:32.276 -0400,639366874.8519021,0,-2.39,98.19502,1,0.63
2021-04-05 21:54:35.462 -0400,0,0,0,0,0,0,0,0,0,16342.48942175,-0.103240966796875,-0.283905029296875,-0.9599761962890625,16342.47433475,-0.02494242269703169,-0.1081425552361331,0.2805835615009804,-0.001779868733137846,0.08701431751251221,0.04202016070485115,-2.875924110412598e-06,-0.003189206123352051,-0.005961894989013672,XArbitraryZVertical,0.1389494374583833,-0.05525107065223874,-0.01988694058735193,0.9885570317409195,-0.1037111133337021,-0.2769164443016052,-0.9552807211875916,0,0,0,-1,-1,16336.74327125,unknown,2,2021-04-05 21:54:29.709 -0400,2021-04-05 19:23:45.401 -0400,796,1.436661,0,0,588.679,0,0,2021-04-05 21:54:32.276 -0400,639366874.8519021,0,-2.39,98.19502,1,0.63
2021-04-05 21:54:35.502 -0400,0,0,0,0,0,0,0,0,0,16342.52462775,-0.1050567626953125,-0.2948150634765625,-0.959228515625,16342.50451675,-0.02346101415393985,-0.1070238878476685,0.2799129355829997,-0.03576236963272095,0.03798075020313263,0.04126380383968353,-0.005736216902732849,-0.009281069040298462,-0.001191258430480957,XArbitraryZVertical,0.1386694612607182,-0.05459380191218879,-0.01905975350639056,0.9886491318192868,-0.1026622205972672,-0.2762719690799713,-0.9555805921554565,0,0,0,-1,-1,16336.74327125,unknown,2,2021-04-05 21:54:29.709 -0400,2021-04-05 19:23:45.401 -0400,796,1.436661,0,0,588.679,0,0,2021-04-05 21:54:32.276 -0400,639366874.8519021,0,-2.39,98.19502,1,0.63
2021-04-05 21:54:35.533 -0400,0,0,0,0,0,0,0,0,0,16342.55979475,-0.1054534912109375,-0.2842864990234375,-0.978424072265625,16342.53466775,-0.02268906654531319,-0.1071097029598517,0.2783125005506473,-0.04118387773633003,-0.01924005523324013,0.01310677267611027,-0.0009073764085769653,-0.01754871010780334,-0.001967072486877441,XArbitraryZVertical,0.1378984038970206,-0.05457967760509652,-0.01864295563328723,0.9887656949089374,-0.1027913615107536,-0.2747334837913513,-0.9560101628303528,0,0,0,-1,-1,16336.74327125,unknown,2,2021-04-05 21:54:29.709 -0400,2021-04-05 19:23:45.401 -0400,796,1.436661,0,0,588.679,0,0,2021-04-05 21:54:32.276 -0400,639366874.8519021,0,-2.39,98.19502,1,0.63
2021-04-05 21:54:35.573 -0400,0,0,0,0,0,0,0,0,0,16342.59503175,-0.110198974609375,-0.2811126708984375,-0.9694366455078125,16342.56484975,-0.02223625229448043,-0.1078788809420494,0.2776270506497531,0.0212896429002285,-0.006775456946343184,0.01780002750456333,-0.001906566321849823,-0.01021221280097961,-0.02230620384216309,XArbitraryZVertical,0.1375647318216144,-0.0549275134079871,-0.01845435869139953,0.9887964345641608,-0.1035469174385071,-0.2740743458271027,-0.9561178088188171,0,0,0,-1,-1,16336.74327125,unknown,2,2021-04-05 21:54:29.709 -0400,2021-04-05 19:23:45.401 -0400,796,1.436661,0,0,588.679,0,0,2021-04-05 21:54:32.276 -0400,639366874.8519021,0,-2.39,98.19502,1,0.63
2021-04-05 21:54:35.604 -0400,0,0,0,0,0,0,0,0,0,16342.63019875,-0.10400390625,-0.2729949951171875,-0.952362060546875,16342.62518275,-0.02177221210256159,-0.1068658017302772,0.2797382844168988,0.005567815154790878,0.04653873294591904,0.00497422693297267,-0.006492488086223602,-0.00307077169418335,-0.007459461688995361,XArbitraryZVertical,0.1386305991754143,-0.05439825253236996,-0.01820948013017353,0.9886813941198948,-0.1025163009762764,-0.2761041224002838,-0.9556447863578796,0,0,0,-1,-1,16336.74327125,unknown,2,2021-04-05 21:54:29.709 -0400,2021-04-05 19:23:45.401 -0400,796,1.436661,0,0,588.679,0,0,2021-04-05 21:54:32.276 -0400,639366874.8519021,0,-2.39,98.19502,1,0.63
2021-04-05 21:54:35.643 -0400,0,0,0,0,0,0,0,0,0,16342.66540475,-0.101959228515625,-0.2748260498046875,-0.95263671875,16342.65536475,-0.02113849366574356,-0.1063849004998107,0.2805205708827216,0.05023717135190964,0.006149785127490759,0.02622881531715393,-0.0005968660116195679,0.00447121262550354,0.006534814834594727,XArbitraryZVertical,0.1390389106212419,-0.05411777966242574,-0.01788288495915452,0.9886453485925086,-0.1020337492227554,-0.2768559157848358,-0.9554789066314697,0,0,0,-1,-1,16336.74327125,unknown,2,2021-04-05 21:54:29.709 -0400,2021-04-05 19:23:45.401 -0400,796,1.436661,0,0,588.679,0,0,2021-04-05 21:54:32.276 -0400,639366874.8519021,0,-2.39,98.19502,1,0.63
