60,56,58,51,55.33333333,58.66666667,58.33333333,57,57.33333333,52.66666667,53.33333333,52.33333333,51,48,45.33333333,49.33333333,41.33333333,39,37.66666667
53.33333333,56,54,56.66666667,57,54.66666667,55,61,61,50,52,49.33333333,48.66666667,46.66666667,51,53.33333333,51,39.33333333,39.66666667
51.66666667,51.66666667,52.33333333,53.66666667,53.66666667,49.66666667,46.66666667,48,46.66666667,53.66666667,50.66666667,51,48,47.66666667,47.66666667,44.66666667,40.33333333,38.66666667,42
51.66666667,53.33333333,51.66666667,52,49.33333333,51.66666667,56.33333333,55.33333333,52,49,55,47,43,46,47.33333333,50.66666667,47.66666667,42,37.33333333
59,59,53,54.66666667,56.66666667,54.33333333,57,53.66666667,54.33333333,51.33333333,52,51,55.66666667,54.33333333,58,53.66666667,49.66666667,46,44
60,58.66666667,54,60.33333333,54.33333333,59.33333333,58,57.66666667,59.33333333,55.33333333,55,54,49,54.33333333,56,50.66666667,58.66666667,51,48.33333333
53,56,56.33333333,58,54.33333333,54.33333333,51.33333333,54.33333333,52,49,46.66666667,49.66666667,46.33333333,47.33333333,43,42.66666667,46,40.66666667,39.66666667
56,53.66666667,59.33333333,55,52,59,60,55,57.66666667,55,57,56,52,53,54,52,49,47,45
54.66666667,56,60,60,54,59,52.66666667,54,53,52.33333333,54,57,52.66666667,54,54,55,50,54.66666667,54.33333333
57.5,61,63,57,59,55.33333333,55,55,57,58,56,58,53.33333333,55.33333333,53.66666667,52.66666667,54,47,59
56,56,58.33333333,54.66666667,55.33333333,58.66666667,56.66666667,57.66666667,54,54.66666667,54,60,57,56,54.66666667,55,48.66666667,54.33333333,55.66666667
55,62,59,51,56.66666667,56.33333333,58,58.33333333,58,57.66666667,57.33333333,57,55.33333333,55,59,52.33333333,49,54,49.66666667
58.66666667,55.66666667,60.66666667,57.33333333,54,52.66666667,51.33333333,51.66666667,53,52.33333333,52.33333333,52.33333333,58,57.66666667,57.66666667,56,55,51.66666667,50
