1617652221,64,57,50,52,,,,,
1617652230,55,53,53,47,,,,,
1617652242,43,55,53,55,,,,,
1617652249,57,51,55,51,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
