loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R)
2021-04-05 21:48:34.435 -0400,0,0,0,0,0,0,0,0,0,16007.200052875,-0.0720977783203125,-0.2714385986328125,-0.9520111083984375,16007.195017875,0.9300754327082603,-0.08113617920610872,0.2681045553332699,0.05946776270866394,-0.03153308480978012,0.1125772297382355,0.01017379760742188,0.0004082918167114258,0.001950323581695557,XArbitraryZVertical,0.1373845909834487,0.02396262936956012,0.4392226319198729,0.8874879060617484,-0.07815175503492355,-0.2649041712284088,-0.9611025452613831,0,0,0,-1,-1,15999.65754925,unknown,2,2021-04-05 21:48:26.891 -0400,2021-04-05 19:23:45.401 -0400,774,1.414659,0,0,572.4493,0,0,2021-04-05 21:48:26.891 -0400,639366509.4600202,0,-3.09,98.20272,1,0.64
2021-04-05 21:48:34.473 -0400,0,0,0,0,0,0,0,0,0,16007.235239875,-0.092132568359375,-0.2665252685546875,-0.949493408203125,16007.225199875,0.9331996239617574,-0.08234666562472967,0.2682802677074201,-0.01826393604278564,-0.02673207968473434,0.09118189662694931,-0.01132598519325256,-0.01405543088912964,0.01497697830200195,XArbitraryZVertical,0.1376911175535686,0.02368003859685388,0.4405167454910495,0.8868063256870871,-0.07931126654148102,-0.2650736272335052,-0.9609608054161072,0,0,0,-1,-1,15999.65754925,unknown,2,2021-04-05 21:48:26.891 -0400,2021-04-05 19:23:45.401 -0400,774,1.414659,0,0,572.4493,0,0,2021-04-05 21:48:26.891 -0400,639366509.4600202,0,-3.09,98.20272,1,0.64
2021-04-05 21:48:34.505 -0400,0,0,0,0,0,0,0,0,0,16007.270456875,-0.080810546875,-0.2663421630859375,-0.9524993896484375,16007.255350875,0.934427228961922,-0.08170283096088007,0.2658221472200006,-0.1066189333796501,0.09308318793773651,0.01386748626828194,-0.01396694779396057,-0.01221498847007751,0.0007512569427490234,XArbitraryZVertical,0.1364509112190605,0.02349578887906509,0.4412233344394574,0.8866516349006435,-0.07874549180269241,-0.262702614068985,-0.9616581797599792,0,0,0,-1,-1,15999.65754925,unknown,2,2021-04-05 21:48:26.891 -0400,2021-04-05 19:23:45.401 -0400,774,1.414659,0,0,572.4493,0,0,2021-04-05 21:48:26.891 -0400,639366509.4600202,0,-3.09,98.20272,1,0.64
2021-04-05 21:48:34.541 -0400,0,0,0,0,0,0,0,0,0,16007.305643875,-0.0774688720703125,-0.271148681640625,-0.954010009765625,16007.285532875,0.9347335207721856,-0.07891760057457409,0.2640683426969964,-0.03160194680094719,0.05260980129241943,0.005855100695043802,-0.005424797534942627,-0.0005103647708892822,0.008870959281921387,XArbitraryZVertical,0.1350591909789088,0.02435593672911073,0.4416314505191519,0.8866383770983963,-0.07610295712947845,-0.2610100209712982,-0.9623315930366516,0,0,0,-1,-1,15999.65754925,unknown,2,2021-04-05 21:48:26.891 -0400,2021-04-05 19:23:45.401 -0400,774,1.414659,0,0,572.4493,0,0,2021-04-05 21:48:26.891 -0400,639366509.4600202,0,-3.09,98.20272,1,0.64
2021-04-05 21:48:34.576 -0400,0,0,0,0,0,0,0,0,0,16007.340830875,-0.07513427734375,-0.2675628662109375,-0.9633026123046875,16007.315683875,0.9336001385582492,-0.07815486226596939,0.2624070540458049,-0.07882403582334518,-0.003174330573529005,-0.03938263654708862,-0.002066239714622498,-0.01174277067184448,0.008810341358184814,XArbitraryZVertical,0.134171860643969,0.02424353961096462,0.4412581916458666,0.8869618255432293,-0.07540267705917358,-0.2594059705734253,-0.9628203511238098,0,0,0,-1,-1,15999.65754925,unknown,2,2021-04-05 21:48:26.891 -0400,2021-04-05 19:23:45.401 -0400,774,1.414659,0,0,572.4493,0,0,2021-04-05 21:48:26.891 -0400,639366509.4600202,0,-3.09,98.20272,1,0.64
2021-04-05 21:48:34.612 -0400,0,0,0,0,0,0,0,0,0,16007.376047875,-0.057159423828125,-0.2583770751953125,-0.984375,16007.376047875,0.9332224299307132,-0.08000949479426696,0.2615012307365231,-0.06343887001276016,-0.08306565880775452,0.01597689464688301,0.02886708080768585,-0.003691285848617554,-0.02005851268768311,XArbitraryZVertical,0.1341857606152914,0.02319165970890869,0.4410086819326103,0.8871119720294114,-0.07720696926116943,-0.2585310339927673,-0.9629126787185669,0,0,0,-1,-1,15999.65754925,unknown,2,2021-04-05 21:48:26.891 -0400,2021-04-05 19:23:45.401 -0400,774,1.414659,0,0,572.4493,0,0,2021-04-05 21:48:26.891 -0400,639366509.4600202,0,-3.09,98.20272,1,0.64
2021-04-05 21:48:34.646 -0400,0,0,0,0,0,0,0,0,0,16007.411234875,-0.063568115234375,-0.2594757080078125,-0.9803009033203125,16007.406198875,0.9334933531154493,-0.08114027792830501,0.2604645614203261,-0.0350286141037941,0.009238970465958118,0.004906582646071911,0.01349806785583496,-0.01253587007522583,-0.02285528182983398,XArbitraryZVertical,0.1339746553657024,0.02247478529681059,0.4411018430387528,0.8871160465169087,-0.07831744849681854,-0.2575294673442841,-0.9630913734436035,0,0,0,-1,-1,15999.65754925,unknown,2,2021-04-05 21:48:26.891 -0400,2021-04-05 19:23:45.401 -0400,774,1.414659,0,0,572.4493,0,0,2021-04-05 21:48:26.891 -0400,639366514.6142819,0,-3,98.20219,1,0.64
2021-04-05 21:48:34.681 -0400,0,0,0,0,0,0,0,0,0,16007.446421875,-0.0444793701171875,-0.25408935546875,-0.9993743896484375,16007.436380875,0.9336355341845368,-0.08161098687217198,0.2590610461419569,-0.05739317461848259,-0.05024586617946625,0.01993686333298683,0.02501288801431656,-0.0001593828201293945,-0.01896238327026367,XArbitraryZVertical,0.1334576754596838,0.02195931621527053,0.4411995849598896,0.8871582690378953,-0.07880016416311264,-0.2561730444431305,-0.9634136557579041,0,0,0,-1,-1,15999.65754925,unknown,2,2021-04-05 21:48:26.891 -0400,2021-04-05 19:23:45.401 -0400,774,1.414659,0,0,572.4493,0,0,2021-04-05 21:48:26.891 -0400,639366514.6142819,0,-3,98.20219,1,0.64
2021-04-05 21:48:34.717 -0400,0,0,0,0,0,0,0,0,0,16007.481638875,-0.06365966796875,-0.2569580078125,-0.974822998046875,16007.466532875,0.935139627309085,-0.08204072916297026,0.2593397233233419,0.0545760840177536,0.05939552932977676,0.08056262880563736,0.01899708807468414,0.004031479358673096,-0.02500319480895996,XArbitraryZVertical,0.1336589689780002,0.02193200649455102,0.4418247966608584,0.8868174142345968,-0.07920832186937332,-0.2564423978328705,-0.9633085131645203,0,0,0,-1,-1,15999.65754925,unknown,2,2021-04-05 21:48:26.891 -0400,2021-04-05 19:23:45.401 -0400,774,1.414659,0,0,572.4493,0,0,2021-04-05 21:48:26.891 -0400,639366514.6142819,0,-3,98.20219,1,0.64
2021-04-05 21:48:34.752 -0400,0,0,0,0,0,0,0,0,0,16007.516825875,-0.0721435546875,-0.251556396484375,-0.94989013671875,16007.496714875,0.9371377021030469,-0.08083564641924479,0.2610030333194168,0.08292506635189056,0.05845854803919792,0.05824195966124535,0.01188120990991592,-0.0004494190216064453,-0.009542107582092285,XArbitraryZVertical,0.134103397022729,0.02297560052788768,0.4427125819224766,0.8862809375882343,-0.07801284641027451,-0.2580497562885284,-0.9629768133163452,0,0,0,-1,-1,15999.65754925,unknown,2,2021-04-05 21:48:26.891 -0400,2021-04-05 19:23:45.401 -0400,774,1.414659,0,0,572.4493,0,0,2021-04-05 21:48:26.891 -0400,639366514.6142819,0,-3,98.20219,1,0.64
