loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R)
54:03.0,0,0,0,0,0,0,0,0,0,11400.72232,0.097503662,-0.068267822,-1.112991333,11400.70221,-0.410802007,-0.219536245,-0.655208468,-0.065628633,-0.160210058,-0.078310847,XArbitraryZVertical,-0.094129299,0.006674142,0.995289476,0.022224925,0.187668473,-0.009101372,-0.982190251,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.0,0,0,0,0,0,0,0,0,0,11400.75751,0.117355347,-0.024246216,-1.13999939,11400.73236,-0.175220013,0.050651915,-0.515650094,-0.066196561,-0.062187664,-0.139237344,XArbitraryZVertical,-0.092415898,0.002162606,0.995252874,0.030433785,0.18408601,0.001320451,-0.982909262,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.1,0,0,0,0,0,0,0,0,0,11400.79269,0.191558838,0.095504761,-1.177108765,11400.76254,-0.111595936,0.172211677,-0.505958498,-0.068527415,-0.03124544,-0.157452345,XArbitraryZVertical,-0.093415731,5.97E-05,0.994897929,0.038099268,0.185882792,0.006999322,-0.982546985,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.1,0,0,0,0,0,0,0,0,0,11400.82791,0.316726685,0.072250366,-1.174850464,11400.82287,0.311910331,0.32876569,-0.512533486,0.088188291,0.062174667,-0.22836405,XArbitraryZVertical,-0.104649147,0.003536642,0.993117745,0.052468784,0.208228976,0.003957022,-0.978072107,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.2,0,0,0,0,0,0,0,0,0,11400.8631,0.303527832,0.106109619,-1.047958374,11400.85306,0.141995221,0.163837165,-0.541364729,0.079529047,0.095521636,-0.103938282,XArbitraryZVertical,-0.10768684,0.006007623,0.992292389,0.061018707,0.214446813,0.001219187,-0.976734877,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.2,0,0,0,0,0,0,0,0,0,11400.89828,0.366622925,0.084976196,-1.002166748,11400.88321,0.028201347,0.162850961,-0.432576954,0.122341841,0.092287466,-0.037555814,XArbitraryZVertical,-0.110188174,0.006683778,0.991533633,0.068373789,0.219424546,0.001813585,-0.97562778,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.2,0,0,0,0,0,0,0,0,0,11400.9335,0.403167725,0.11277771,-0.953933716,11400.91339,-0.207493231,0.152398899,-0.197495177,0.159788594,0.091242969,-0.027802825,XArbitraryZVertical,-0.112760817,0.005173012,0.990917051,0.073085334,0.22422938,0.006230273,-0.974516451,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.3,0,0,0,0,0,0,0,0,0,11400.96869,0.337295532,0.126831055,-0.890884399,11400.94354,-0.449905306,0.048514299,-0.015478218,0.169355541,0.093745112,0.037791193,XArbitraryZVertical,-0.114531043,-5.47E-05,0.990662908,0.073956538,0.226915225,0.017049048,-0.973765254,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.3,0,0,0,0,0,0,0,0,0,11401.0039,0.340576172,0.178146362,-0.901123047,11401.0039,-0.426460683,0.044668429,0.05255942,0.106792286,0.128783867,0.073590696,XArbitraryZVertical,-0.117686255,-0.015820452,0.990438347,0.070224304,0.230900005,0.047867235,-0.971799314,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.3,0,0,0,0,0,0,0,0,0,11401.03909,0.345184326,0.138473511,-0.904037476,11401.03406,-0.388678938,0.016250083,-0.129439652,0.113519877,0.089829706,0.065036952,XArbitraryZVertical,-0.121136151,-0.022336258,0.989910961,0.070023734,0.236699864,0.061186623,-0.969654262,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.4,0,0,0,0,0,0,0,0,0,11401.07428,0.317260742,0.124252319,-0.878738403,11401.06424,-0.416400582,-0.032111306,-0.320528924,0.083808765,0.039482079,0.082081616,XArbitraryZVertical,-0.123138547,-0.029908093,0.989265962,0.072767811,0.23928085,0.077095158,-0.967884779,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.4,0,0,0,0,0,0,0,0,0,11401.1095,0.324050903,0.136352539,-0.874099731,11401.09439,-0.170698509,-0.061404746,-0.473044544,0.086826056,0.040531918,0.096858978,XArbitraryZVertical,-0.124407223,-0.036813164,0.988459273,0.078203978,0.240185082,0.092234902,-0.966335297,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.4,0,0,0,0,0,0,0,0,0,11401.14468,0.316482544,0.160690308,-0.877624512,11401.12457,0.301756859,-0.108873069,-0.558199048,0.075344443,0.051194392,0.085422158,XArbitraryZVertical,-0.124512974,-0.037943277,0.987749995,0.086062386,0.239444405,0.096388713,-0.966113627,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.5,0,0,0,0,0,0,0,0,0,11401.17987,0.344238281,0.054656982,-0.900131226,11401.15475,0.786926389,-0.094844952,-0.581480324,0.081629962,0.070344858,0.085389078,XArbitraryZVertical,-0.123689228,-0.031209626,0.987220539,0.09551173,0.238255322,0.085249111,-0.967453897,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.5,0,0,0,0,0,0,0,0,0,11401.21509,0.320327759,-0.000976563,-0.919876099,11401.1849,0.874956012,-0.196228951,-0.559228778,0.107983768,-0.011160038,0.069328427,XArbitraryZVertical,-0.121893761,-0.020300577,0.98669541,0.105649957,0.236254513,0.06581711,-0.969459593,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.5,0,0,0,0,0,0,0,0,0,11401.25027,0.407730103,0.009231567,-1.043228149,11401.24524,0.335053831,0.059051301,-0.051218305,0.144425854,-0.015855383,-0.050456882,XArbitraryZVertical,-0.121683177,-0.006758426,0.985521131,0.117879499,0.238249332,0.042009048,-0.970295072,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.6,0,0,0,0,0,0,0,0,0,11401.28549,0.278396606,-0.030593872,-0.948669434,11401.27542,-0.06772957,-0.258701086,-0.164964572,0.110663876,-0.062872246,-0.023317337,XArbitraryZVertical,-0.121339639,-0.005028026,0.985359926,0.11965478,0.237923175,0.038946565,-0.970502794,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.6,0,0,0,0,0,0,0,0,0,11401.32068,0.217025757,0.036407471,-0.953308105,11401.3056,-0.315634191,-0.231395245,-0.164909288,0.015919372,-0.053025138,0.045270801,XArbitraryZVertical,-0.118363259,-0.009092047,0.985461373,0.121545793,0.231074646,0.046692833,-0.97181493,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.6,0,0,0,0,0,0,0,0,0,11401.35586,0.198272705,0.044784546,-1.070297241,11401.33575,-0.044592567,-0.062640548,-0.265640378,-0.032135531,-0.010534227,-0.017605484,XArbitraryZVertical,-0.117717828,-0.012185766,0.985161889,0.124298474,0.22891289,0.053274196,-0.971988022,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.7,0,0,0,0,0,0,0,0,0,11401.39108,0.207687378,0.03024292,-1.015045166,11401.36594,0.157138959,0.016562656,-0.406170875,-0.027658001,-0.005190235,-0.101552188,XArbitraryZVertical,-0.118758649,-0.010237256,0.984444277,0.129077321,0.231179744,0.050814115,-0.971583188,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.7,0,0,0,0,0,0,0,0,0,11401.42627,0.211578369,-0.00189209,-1.000793457,11401.42627,0.081790656,-0.157531947,-0.701768696,-0.016347557,-0.052094925,-0.027668953,XArbitraryZVertical,-0.116704731,-0.007368435,0.982240652,0.146727878,0.227101952,0.04872283,-0.972651422,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.8,0,0,0,0,0,0,0,0,0,11401.46146,0.177947998,-0.007843018,-0.936416626,11401.45645,0.067374043,-0.335369408,-0.809458613,-0.023036569,-0.053020135,0.011334836,XArbitraryZVertical,-0.112103639,-0.008262783,0.981023756,0.157977554,0.217342004,0.051631689,-0.974729002,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.8,0,0,0,0,0,0,0,0,0,11401.49667,0.124633789,-0.085906982,-0.887817383,11401.4866,0.080557331,-0.392288089,-0.932472348,-0.059332907,-0.088198073,0.086508811,XArbitraryZVertical,-0.10607175,-0.009093913,0.979512484,0.170942404,0.204688132,0.054079521,-0.977332175,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.8,0,0,0,0,0,0,0,0,0,11401.53187,0.129562378,-0.084411621,-0.926239014,11401.51679,-0.030158965,-0.353390276,-0.921996236,-0.079634964,-0.172240198,0.075112224,XArbitraryZVertical,-0.100181168,-0.010325607,0.977613143,0.184742242,0.192061707,0.057204284,-0.979714215,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.9,0,0,0,0,0,0,0,0,0,11401.56708,0.16065979,-0.026123047,-0.952026367,11401.54694,0.101903975,-0.293523401,-0.745008111,-0.036177054,-0.114433207,0.045552433,XArbitraryZVertical,-0.095352985,-0.011369583,0.975699686,0.196948298,0.181593314,0.059745815,-0.981557071,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.9,0,0,0,0,0,0,0,0,0,11401.60227,0.128295898,-0.071029663,-0.976242065,11401.57712,0.232812941,-0.328157991,-0.631594121,-0.013592839,-0.085956365,0.02656883,XArbitraryZVertical,-0.089723684,-0.008998167,0.974141048,0.207166597,0.171078801,0.054706469,-0.983737409,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:03.9,0,0,0,0,0,0,0,0,0,11401.63746,0.119873047,-0.052215576,-0.986663818,11401.6073,0.068604387,-0.36952123,-0.592344463,-0.03042756,-0.11860387,0.009934187,XArbitraryZVertical,-0.082918221,-0.006037758,0.972839302,0.216036777,0.158723459,0.047574308,-0.986176252,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:04.0,0,0,0,0,0,0,0,0,0,11401.67267,0.120834351,-0.008560181,-1.014419556,11401.66764,-0.112375066,-0.24842903,-0.727297962,-0.017685428,-0.065299362,-0.014246404,XArbitraryZVertical,-0.073332779,-0.009072513,0.96930807,0.234481891,0.137909427,0.05197854,-0.989080012,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:04.0,0,0,0,0,0,0,0,0,0,11401.70786,0.132476807,-0.01991272,-1.070159912,11401.69779,-0.146847337,-0.104392774,-0.77900219,-0.022383302,-0.0781736,-0.056004524,XArbitraryZVertical,-0.070452448,-0.010601509,0.966810086,0.245361262,0.131025881,0.055071894,-0.989848137,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:04.0,0,0,0,0,0,0,0,0,0,11401.74305,0.159118652,0.010696411,-1.049377441,11401.72797,-0.223347411,-0.089905508,-0.808335364,0.048389435,-0.065249518,-0.07735759,XArbitraryZVertical,-0.069361056,-0.012695836,0.964024783,0.256288749,0.127223954,0.060031116,-0.99005574,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:04.1,0,0,0,0,0,0,0,0,0,11401.77826,0.199478149,0.061813354,-1.022979736,11401.75815,-0.179702103,-0.043007053,-0.791502297,0.031856343,-0.040646181,-0.057750762,XArbitraryZVertical,-0.068632611,-0.015950774,0.960902027,0.267773123,0.123356052,0.067410201,-0.990070283,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:04.1,0,0,0,0,0,0,0,0,0,11401.81345,0.082366943,0.064620972,-0.960906982,11401.7883,-0.062644802,-0.140977427,-0.85540992,0.074834831,-0.010550871,-0.020054519,XArbitraryZVertical,-0.067220148,-0.017477878,0.957663052,0.279387827,0.118982293,0.071036816,-0.990351975,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,29,2.376878,0,0,20.9,0,0,54:01.5,637307641.5,0,0.6199989,99.51882,1,0.92
54:04.1,0,0,0,0,0,0,0,0,0,11401.84864,0.05178833,0.07585144,-1.00958252,11401.81849,0.043892823,-0.095839515,-0.787676692,-0.031860635,-0.007584997,0.029920161,XArbitraryZVertical,-0.065317614,-0.017890152,0.954207763,0.291377897,0.114227556,0.072206065,-0.990827084,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.2,0,0,0,0,0,0,0,0,0,11401.88385,0.040878296,0.075149536,-0.988769531,11401.87882,-0.068755932,-0.084289305,-0.386701733,-0.062752731,0.006417803,-0.021381855,XArbitraryZVertical,-0.064261874,-0.015130742,0.948972251,0.308371444,0.11263369,0.06835036,-0.99128294,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.2,0,0,0,0,0,0,0,0,0,11401.91904,-0.017791748,0.160125732,-0.951629639,11401.909,-0.296136349,-0.161939099,-0.267411828,-0.110900067,0.028804451,0.035695791,XArbitraryZVertical,-0.062861777,-0.019075938,0.947597025,0.312641097,0.107207425,0.075458951,-0.991369009,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.2,0,0,0,0,0,0,0,0,0,11401.95426,-0.010955811,0.181121826,-0.997970581,11401.93915,-0.131603256,-0.103303969,-0.238425031,-0.118973054,0.100512475,0.026392937,XArbitraryZVertical,-0.061166777,-0.02358765,0.946533514,0.315873999,0.100891359,0.083294988,-0.991404474,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.3,0,0,0,0,0,0,0,0,0,11401.98945,-0.023162842,0.175064087,-1.016357422,11401.96933,0.001693008,-0.074876346,-0.333788097,-0.106978185,0.097719342,-0.019540966,XArbitraryZVertical,-0.059417943,-0.024995026,0.945271991,0.319852564,0.096342787,0.085264161,-0.991689503,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.3,0,0,0,0,0,0,0,0,0,11402.02463,-0.046203613,0.161529541,-0.955566406,11401.99949,0.000875838,-0.07610447,-0.43072629,-0.115413323,0.085083872,-0.012983561,XArbitraryZVertical,-0.05700916,-0.026479326,0.9434897,0.325385774,0.090343118,0.087065883,-0.992097616,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.4,0,0,0,0,0,0,0,0,0,11402.05985,-0.058380127,0.113449097,-0.975036621,11402.05985,-0.010954479,-0.045329455,-0.51566112,-0.137218863,0.02590955,0.024078786,XArbitraryZVertical,-0.052704114,-0.031237072,0.938490675,0.339826152,0.077694289,0.094451874,-0.992493033,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.4,0,0,0,0,0,0,0,0,0,11402.09504,-0.048324585,0.111923218,-0.969299316,11402.09,-0.029880932,-0.015034582,-0.460130066,-0.122462973,0.012635991,0.009245813,XArbitraryZVertical,-0.051214748,-0.033746843,0.935930558,0.346802809,0.072459891,0.098692238,-0.992476404,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.4,0,0,0,0,0,0,0,0,0,11402.13022,-0.04548645,0.116775513,-0.961990356,11402.12018,0.044420965,0.005429434,-0.393791258,-0.111226924,0.022341907,0.031684816,XArbitraryZVertical,-0.049689742,-0.035467209,0.933667214,0.352900044,0.067754604,0.101300165,-0.992546022,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.5,0,0,0,0,0,0,0,0,0,11402.16544,-0.039245605,0.099075317,-0.969207764,11402.15036,0.013573536,-0.002012359,-0.320875943,-0.115583107,-0.001574084,0.022893906,XArbitraryZVertical,-0.047682243,-0.036290347,0.931752925,0.358114226,0.062863961,0.101778656,-0.992818832,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.5,0,0,0,0,0,0,0,0,0,11402.20063,-0.079101563,0.090606689,-0.973876953,11402.18052,-0.079081051,-0.037361603,-0.286916673,-0.103843592,-0.012768351,0.023452103,XArbitraryZVertical,-0.045858338,-0.037711097,0.930130434,0.362397747,0.057975639,0.103390396,-0.992949784,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.5,0,0,0,0,0,0,0,0,0,11402.23584,-0.094482422,0.091491699,-0.980407715,11402.2107,-0.178483397,-0.021802146,-0.254640192,-0.134628817,-0.013152927,0.017745495,XArbitraryZVertical,-0.044735058,-0.04085055,0.928570462,0.366178613,0.053162109,0.108627275,-0.992659986,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.6,0,0,0,0,0,0,0,0,0,11402.27103,-0.083969116,0.061279297,-0.976455688,11402.24085,-0.170391202,-0.001391679,-0.27527681,-0.143352956,-0.022536896,0.011867046,XArbitraryZVertical,-0.043903513,-0.043989987,0.927048941,0.369753434,0.048870511,0.114028692,-0.992274702,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.6,0,0,0,0,0,0,0,0,0,11402.30622,-0.10975647,0.029464722,-0.944839478,11402.30121,-0.350876391,-0.051250767,-0.420462251,-0.146091104,-0.099504083,0.029325366,XArbitraryZVertical,-0.041158075,-0.051829738,0.922867592,0.379387627,0.036639784,0.126893699,-0.991239369,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.6,0,0,0,0,0,0,0,0,0,11402.34144,-0.055511475,0.059310913,-0.953918457,11402.33136,-0.708227992,-0.033624206,-0.396831214,-0.113187812,-0.092109025,0.043065071,XArbitraryZVertical,-0.041671987,-0.059886668,0.920056981,0.38493136,0.030576691,0.142279997,-0.989354074,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.7,0,0,0,0,0,0,0,0,0,11402.37662,-0.054168701,0.023269653,-0.996154785,11402.36155,-1.080980659,-0.120422095,-0.331060946,-0.081160575,-0.149535671,-0.015488386,XArbitraryZVertical,-0.043050465,-0.071928434,0.917223497,0.389453339,0.022948258,0.165481195,-0.98594594,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.7,0,0,0,0,0,0,0,0,0,11402.41181,-0.011642456,0.132827759,-1.010879517,11402.3917,-2.180898905,-0.053620324,-0.296698064,-0.070546471,-0.166880026,-0.000268281,XArbitraryZVertical,-0.049795711,-0.094138799,0.913414837,0.392850464,0.017003341,0.211100087,-0.977316558,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.7,0,0,0,0,0,0,0,0,0,11402.44703,0.167648315,0.345657349,-1.051101685,11402.42188,-3.414314032,0.100079678,-0.184827119,-0.013962872,-0.128107995,-0.056430161,XArbitraryZVertical,-0.066028198,-0.133207497,0.907120321,0.393736883,0.014893631,0.293665916,-0.955792069,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.8,0,0,0,0,0,0,0,0,0,11402.48221,0.237701416,0.640457153,-1.02784729,11402.48221,-6.020159721,-0.227137581,-0.644828498,0.231087178,0.045645356,-0.20809561,XArbitraryZVertical,-0.12250776,-0.258294583,0.875181642,0.390298183,0.012809271,0.547738492,-0.836551487,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.8,0,0,0,0,0,0,0,0,0,11402.51744,0.126556396,0.931167603,-0.895874023,11402.51239,-6.512548923,-0.372882783,-0.51815486,0.155050457,0.19794786,-0.176776767,XArbitraryZVertical,-0.152840145,-0.34364331,0.843570832,0.383324249,-0.005590652,0.696949601,-0.717098355,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.8,0,0,0,0,0,0,0,0,0,11402.55263,0.139877319,0.931671143,-0.729064941,11402.54256,-6.386279583,-0.385329753,-0.602969408,0.149224401,0.118775249,-0.259456933,XArbitraryZVertical,-0.181970567,-0.427529639,0.803706834,0.371699424,-0.025323065,0.822493672,-0.568210244,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.9,0,0,0,0,0,0,0,0,0,11402.58782,0.112609863,1.1328125,-0.424194336,11402.57274,-4.706321716,-0.592206001,-0.682132602,0.181102782,0.127408445,-0.172854304,XArbitraryZVertical,-0.202994919,-0.499787145,0.761594233,0.359138085,-0.049785677,0.907076418,-0.418011755,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.9,0,0,0,0,0,0,0,0,0,11402.62303,0.113922119,0.984405518,-0.253494263,11402.60292,-2.62586689,-0.815994024,-0.711795747,0.192162931,0.162861645,-0.04079783,XArbitraryZVertical,-0.209090087,-0.546326731,0.731488578,0.350332561,-0.076898061,0.945765674,-0.315616876,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
54:04.9,0,0,0,0,0,0,0,0,0,11402.65822,0.030517578,0.994934082,-0.186462402,11402.63307,-1.390935659,-1.034593344,-0.828210592,0.206427053,0.015276432,0.017731339,XArbitraryZVertical,-0.202784303,-0.574903191,0.714000638,0.344337049,-0.106344692,0.9606148,-0.256729692,0,0,0,-1,-1,11399.25406,walking,2,54:01.5,47:42.0,31,2.324829,1.553866,0,22.311,0,0,54:04.1,637307644.1,0,0.75,99.51649,1,0.92
