loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R)
53:46.0,0,0,0,0,0,0,0,0,0,11383.7569,1.062545776,0.099884033,-0.630889893,11383.74683,-0.71706754,1.850946546,1.582492948,0.33359623,-0.013491243,0.047377527,XArbitraryZVertical,-0.00395921,0.377079706,-0.152537204,0.913524867,0.687735498,0.122271039,-0.715590417,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307623.5,0,0.9799995,99.51537,1,0.92
53:46.1,0,0,0,0,0,0,0,0,0,11383.79209,1.29119873,0.042327881,-0.553726196,11383.77701,-0.774372339,2.181324959,1.82033515,0.374811947,-0.010794722,0.117634356,XArbitraryZVertical,-0.000664262,0.40564539,-0.12514124,0.905423047,0.734395146,0.102728806,-0.670902729,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307623.5,0,0.9799995,99.51537,1,0.92
53:46.2,0,0,0,0,0,0,0,0,0,11383.82727,1.385452271,0.064437866,-0.516998291,11383.80716,-0.911012352,2.383225203,1.932469249,0.583417416,-0.033034615,0.054542005,XArbitraryZVertical,0.004380588,0.438475626,-0.094065883,0.893796139,0.784639776,0.074660487,-0.615439892,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.2,0,0,0,0,0,0,0,0,0,11383.86249,1.266067505,0.005157471,-0.506958008,11383.83735,-1.06148994,2.441538811,1.903475881,0.549461484,0.013331816,0.039659679,XArbitraryZVertical,0.006950401,0.471828522,-0.061163115,0.879538822,0.830833197,0.045490708,-0.554659069,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.2,0,0,0,0,0,0,0,0,0,11383.89768,0.910736084,-0.025741577,-0.378417969,11383.86753,-0.901042521,2.122362614,1.53803432,0.397066116,-0.011535775,-0.012430012,XArbitraryZVertical,0.008230008,0.502661164,-0.030749255,0.863897262,0.869001329,0.016693149,-0.494528055,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.2,0,0,0,0,0,0,0,0,0,11383.9329,0.83480835,-0.05090332,-0.286712646,11383.92786,-0.307085067,1.556610823,1.156637073,-0.101732731,-0.022533957,0.091201246,XArbitraryZVertical,0.013891688,0.548600342,0.012046763,0.835882512,0.916796148,-0.036441356,-0.397689372,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.3,0,0,0,0,0,0,0,0,0,11383.96808,0.950180054,-0.034896851,-0.330978394,11383.95801,-0.413479477,1.263814926,1.165165067,-0.030238867,0.007596068,0.05967629,XArbitraryZVertical,0.019355161,0.566096014,0.029075968,0.823598944,0.931346595,-0.064801358,-0.358321369,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.3,0,0,0,0,0,0,0,0,0,11384.00327,1.144622803,-0.059799194,-0.376525879,11383.98819,-1.043267846,1.03058815,1.249471307,0.074019909,0.054912172,-0.015005141,XArbitraryZVertical,0.020539805,0.57939758,0.050120902,0.813243107,0.940323234,-0.091487572,-0.327753127,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.3,0,0,0,0,0,0,0,0,0,11384.03849,1.201507568,-0.061309814,-0.391189575,11384.01838,-1.972272038,0.66550982,1.216272712,0.24666816,0.042467251,-0.080712944,XArbitraryZVertical,0.012395441,0.588162823,0.078900901,0.804789141,0.94473809,-0.112764589,-0.307821691,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.4,0,0,0,0,0,0,0,0,0,11384.07367,1.052124023,-0.045639038,-0.359344482,11384.04853,-2.513867855,0.218808174,0.952856183,0.248824656,0.065217465,-0.091833353,XArbitraryZVertical,-0.006343101,0.590135431,0.112742952,0.799367857,0.94490087,-0.12292628,-0.303399891,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.4,0,0,0,0,0,0,0,0,0,11384.10886,0.824020386,-0.094238281,-0.3465271,11384.10886,-1.576806307,-0.265478313,0.411087036,-0.085838675,0.025920637,-0.027633101,XArbitraryZVertical,-0.046863228,0.57908166,0.167172528,0.796568562,0.938224971,-0.118953541,-0.324936539,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.4,0,0,0,0,0,0,0,0,0,11384.14408,0.695388794,-0.09185791,-0.373718262,11384.13904,-0.988558352,-0.277751923,0.305139601,-0.217593372,0.014044136,-0.02465713,XArbitraryZVertical,-0.058400239,0.572648079,0.182613909,0.797066931,0.934207082,-0.116049208,-0.337327182,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.5,0,0,0,0,0,0,0,0,0,11384.17926,0.671539307,-0.139373779,-0.422729492,11384.16922,-0.668414176,-0.236387789,0.32681331,-0.256888628,-0.007093444,-0.05536139,XArbitraryZVertical,-0.064534438,0.567612411,0.193525545,0.797621023,0.930457294,-0.116746955,-0.347302914,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.5,0,0,0,0,0,0,0,0,0,11384.21445,0.728500366,-0.131896973,-0.437362671,11384.19938,-0.693741143,-0.140232623,0.389266133,-0.232382417,-0.029042169,-0.070386708,XArbitraryZVertical,-0.069060512,0.563629563,0.203704343,0.797531758,0.9271608,-0.119471677,-0.355104715,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.5,0,0,0,0,0,0,0,0,0,11384.24967,0.724456787,-0.172485352,-0.430770874,11384.22956,-0.889125466,-0.034450173,0.381620914,-0.195366859,-0.018990338,-0.086668164,XArbitraryZVertical,-0.075024607,0.56047621,0.215131094,0.79621368,0.924797893,-0.121680483,-0.360475451,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.6,0,0,0,0,0,0,0,0,0,11384.28485,0.707901001,-0.15057373,-0.410736084,11384.25971,-0.936596394,0.090469971,0.327754468,-0.200421989,-0.051866569,-0.070150584,XArbitraryZVertical,-0.083057035,0.55825348,0.22729243,0.793594714,0.923810482,-0.121946335,-0.362909168,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.6,0,0,0,0,0,0,0,0,0,11384.32007,0.750106812,-0.143661499,-0.475387573,11384.28989,-0.711599052,0.197860971,0.247077435,-0.216382563,-0.02972538,-0.048664838,XArbitraryZVertical,-0.091256088,0.557347891,0.237802561,0.790243927,0.924283445,-0.120848373,-0.362071306,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.6,0,0,0,0,0,0,0,0,0,11384.35526,0.799942017,-0.165679932,-0.518585205,11384.35022,-0.182856441,0.383637786,0.070490666,-0.155794084,-0.056163736,-0.166531175,XArbitraryZVertical,-0.100807149,0.561562113,0.246548018,0.783389977,0.92955184,-0.118961431,-0.348971814,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.7,0,0,0,0,0,0,0,0,0,11384.39045,0.878189087,-0.129989624,-0.521255493,11384.38041,-0.098606959,0.455054909,0.089660704,-0.083808482,-0.024932899,-0.184571713,XArbitraryZVertical,-0.103247571,0.566115573,0.247916471,0.779352562,0.933600783,-0.119766228,-0.337706208,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.7,0,0,0,0,0,0,0,0,0,11384.42566,0.868988037,-0.129165649,-0.497009277,11384.41056,-0.195364013,0.454268187,0.062378045,-0.054330468,-0.014857784,-0.198329866,XArbitraryZVertical,-0.105825328,0.571147067,0.249407404,0.774847109,0.93789053,-0.120899715,-0.325184047,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.8,0,0,0,0,0,0,0,0,0,11384.46085,1.12298584,-0.093521118,-0.503890991,11384.44074,-0.182441026,0.634438217,0.038490023,-0.059621513,-0.006577805,-0.156307071,XArbitraryZVertical,-0.108787687,0.574594171,0.252040838,0.771026623,0.940892696,-0.121885985,-0.316013545,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.8,0,0,0,0,0,0,0,0,0,11384.49603,1.265640259,-0.06072998,-0.545959473,11384.47092,0.062362924,0.808890402,0.017665155,0.23078692,0.025163993,-0.243549258,XArbitraryZVertical,-0.110541527,0.582277694,0.252215597,0.764931811,0.946566045,-0.124605574,-0.297466516,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.8,0,0,0,0,0,0,0,0,0,11384.53125,1.26171875,-0.061416626,-0.499481201,11384.53125,0.410028577,0.246385977,-0.302466452,0.355715394,0.080950819,-0.264296025,XArbitraryZVertical,-0.111865023,0.598668293,0.244255828,0.754600183,0.958157778,-0.123629704,-0.258164972,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.9,0,0,0,0,0,0,0,0,0,11384.56644,0.984619141,-0.087142944,-0.329406738,11384.5614,0.615856528,-0.211379126,-0.576619148,0.099768639,0.027672507,-0.105980366,XArbitraryZVertical,-0.110204005,0.600055583,0.234911676,0.756706514,0.959908366,-0.115135945,-0.25557676,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.9,0,0,0,0,0,0,0,0,0,11384.60165,0.928100586,-0.107467651,-0.287506104,11384.59158,0.980138779,-0.487629533,-0.779688656,-0.082426965,-0.004058324,-0.019647866,XArbitraryZVertical,-0.106318403,0.597222388,0.220383617,0.763840832,0.959227383,-0.100815386,-0.264043629,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:46.9,0,0,0,0,0,0,0,0,0,11384.63684,1.022384644,-0.053756714,-0.347732544,11384.62177,1.372347116,-0.811554551,-0.869642138,0.028244793,0.001461565,-0.034647882,XArbitraryZVertical,-0.097971673,0.592242047,0.201228927,0.774052841,0.956282735,-0.086681962,-0.279301822,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.0,0,0,0,0,0,0,0,0,0,11384.67203,1.132278442,-0.082199097,-0.333374023,11384.65192,1.374014735,-1.093071103,-0.785725951,0.112269878,0.023876525,-0.052827507,XArbitraryZVertical,-0.08605968,0.583891858,0.180096814,0.786911208,0.949940264,-0.074871473,-0.303328067,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.0,0,0,0,0,0,0,0,0,0,11384.70725,1.13458252,-0.079971313,-0.277160645,11384.6821,1.0109905,-1.318325877,-0.689194977,0.197666883,-0.025734223,0.007265747,XArbitraryZVertical,-0.074756444,0.571557451,0.162092663,0.800911638,0.93976897,-0.065543927,-0.3354671,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.0,0,0,0,0,0,0,0,0,0,11384.74243,0.993453979,-0.083358765,-0.236557007,11384.74243,0.17070052,-1.450618505,-0.635903537,0.105963171,-0.035875086,0.177939862,XArbitraryZVertical,-0.065464378,0.537970234,0.139368849,0.828781448,0.909966886,-0.041441258,-0.412604898,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.1,0,0,0,0,0,0,0,0,0,11384.77762,0.889434814,-0.072372437,-0.263336182,11384.77261,0.033372939,-1.38236618,-0.53214699,0.012286544,-0.061038591,0.190822244,XArbitraryZVertical,-0.066252684,0.519574862,0.132682043,0.841455859,0.891979694,-0.02637909,-0.451305091,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.1,0,0,0,0,0,0,0,0,0,11384.81284,0.874038696,-0.085662842,-0.313278198,11384.80277,0.051478997,-1.238190293,-0.346120507,-0.004645586,-0.056960844,0.209222436,XArbitraryZVertical,-0.066496344,0.502441732,0.128068842,0.85248401,0.87367928,-0.015320121,-0.4862611,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.1,0,0,0,0,0,0,0,0,0,11384.84802,0.899398804,-0.091186523,-0.329071045,11384.83295,-0.129680723,-1.145076156,-0.199159697,0.036925912,-0.077737294,0.185996592,XArbitraryZVertical,-0.066829123,0.48682704,0.126093571,0.861761935,0.855911493,-0.007589931,-0.517066598,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.2,0,0,0,0,0,0,0,0,0,11384.88321,0.910018921,-0.112258911,-0.333480835,11384.8631,-0.310733885,-1.095093131,-0.084601209,0.06207937,-0.100288168,0.204083085,XArbitraryZVertical,-0.068256366,0.471747802,0.126730574,0.869904887,0.838051796,-0.000816648,-0.545590162,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.2,0,0,0,0,0,0,0,0,0,11384.91843,0.905227661,-0.096908569,-0.34324646,11384.89328,-0.581513524,-1.051432848,0.0899048,0.089146256,-0.118057586,0.238568187,XArbitraryZVertical,-0.072327221,0.456668193,0.131056375,0.876953331,0.819911301,0.007156638,-0.572445869,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.2,0,0,0,0,0,0,0,0,0,11384.95361,0.860061646,-0.079925537,-0.365982056,11384.95361,-1.002239108,-0.98720783,0.42631495,0.076581478,-0.10288097,0.264165521,XArbitraryZVertical,-0.086265984,0.42666038,0.151546168,0.88744178,0.783419073,0.023794586,-0.621038198,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.3,0,0,0,0,0,0,0,0,0,11384.98883,0.943618774,-0.073364258,-0.464157104,11384.9838,-1.105089307,-0.965012789,0.566826761,0.147016644,-0.097701266,0.200228274,XArbitraryZVertical,-0.094776756,0.411692289,0.166295271,0.890995338,0.765153646,0.031966332,-0.643053651,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.3,0,0,0,0,0,0,0,0,0,11385.02402,1.000579834,-0.094970703,-0.46546936,11385.01395,-1.541854978,-1.025642872,0.621990383,0.237944782,-0.152154237,0.193825006,XArbitraryZVertical,-0.106109285,0.39573527,0.184048269,0.893454372,0.746201277,0.043938827,-0.664268851,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.3,0,0,0,0,0,0,0,0,0,11385.0592,1.073638916,0.043411255,-0.580001831,11385.04413,-1.893410563,-1.024191618,0.642967522,0.300038457,-0.125280514,0.177669168,XArbitraryZVertical,-0.123336705,0.377639724,0.204608984,0.894601275,0.726145566,0.066137388,-0.684352577,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.4,0,0,0,0,0,0,0,0,0,11385.09442,1.197250366,0.103347778,-0.702056885,11385.07431,-1.758530498,-0.934725642,0.706008196,0.400365949,-0.016438216,0.052783489,XArbitraryZVertical,-0.141800994,0.359685301,0.225752587,0.894178265,0.70726943,0.091190957,-0.701037943,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.4,0,0,0,0,0,0,0,0,0,11385.12961,1.125717163,0.172103882,-0.799438477,11385.10446,-1.57558322,-0.80164665,0.823199689,0.512952328,-0.004117951,-0.004446149,XArbitraryZVertical,-0.157206482,0.343861861,0.246900749,0.892235997,0.691240668,0.110731065,-0.714090288,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.5,0,0,0,0,0,0,0,0,0,11385.1648,0.860427856,0.110656738,-0.744186401,11385.13464,-1.504288435,-0.872295737,0.712303877,0.449560404,0.044103816,-0.073884845,XArbitraryZVertical,-0.170660553,0.328782749,0.267116286,0.889621173,0.67615664,0.128000036,-0.725553751,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.5,0,0,0,0,0,0,0,0,0,11385.20001,0.673171997,0.090591431,-0.649398804,11385.19498,-0.289102226,-1.170859456,0.200411633,0.08465004,-0.062428832,0.077717304,XArbitraryZVertical,-0.18299465,0.295593681,0.293851859,0.890386655,0.633931994,0.152150482,-0.758274674,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.5,0,0,0,0,0,0,0,0,0,11385.2352,0.625198364,0.073669434,-0.702438354,11385.22516,0.430269778,-1.242657065,0.107088566,0.016132832,-0.075992227,0.124509931,XArbitraryZVertical,-0.175776199,0.280153894,0.298753592,0.895188719,0.606608748,0.147311777,-0.781233072,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.6,0,0,0,0,0,0,0,0,0,11385.27042,0.665039063,0.113800049,-0.685043335,11385.25531,1.182149172,-1.321282506,0.290160358,0.076181769,-0.02607961,0.104128838,XArbitraryZVertical,-0.158322187,0.266891076,0.301344965,0.901606582,0.57668066,0.124636084,-0.807406485,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.6,0,0,0,0,0,0,0,0,0,11385.3056,0.676559448,0.050415039,-0.726516724,11385.28549,1.233013153,-1.425431967,0.460304558,0.115116715,0.018024221,0.134521723,XArbitraryZVertical,-0.133246244,0.254669183,0.304476635,0.908120587,0.543681383,0.086925685,-0.83477807,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.6,0,0,0,0,0,0,0,0,0,11385.34079,0.62713623,-0.08430481,-0.657958984,11385.31564,0.928171635,-1.502966881,0.661148489,0.164080501,-0.022408251,0.148063302,XArbitraryZVertical,-0.109759483,0.240281676,0.310641856,0.913082177,0.506985605,0.051155765,-0.860435128,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.7,0,0,0,0,0,0,0,0,0,11385.37601,0.614059448,-0.12310791,-0.669174194,11385.34583,0.299179018,-1.392858505,0.814377069,0.157855451,-0.10849537,0.224758625,XArbitraryZVertical,-0.091687587,0.224130662,0.320639734,0.915723204,0.46928066,0.02419051,-0.882717669,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.7,0,0,0,0,0,0,0,0,0,11385.41119,0.555343628,-0.16859436,-0.607635498,11385.40616,-0.755480349,-1.022099376,1.073762298,0.165779054,-0.170163423,0.290178359,XArbitraryZVertical,-0.080160035,0.190880377,0.351180705,0.913132621,0.404899508,0.012326475,-0.91427809,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.7,0,0,0,0,0,0,0,0,0,11385.44638,0.524902344,-0.148513794,-0.61555481,11385.43634,-1.024348378,-0.831452429,1.159487486,0.153076589,-0.18015945,0.321956694,XArbitraryZVertical,-0.084637314,0.174546716,0.370155482,0.908490476,0.379805982,0.02456554,-0.924739957,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.8,0,0,0,0,0,0,0,0,0,11385.4816,0.544937134,-0.165100098,-0.634918213,11385.46649,-1.215935707,-0.68250221,1.293459892,0.166887105,-0.188434616,0.301629364,XArbitraryZVertical,-0.091969904,0.159720924,0.390482902,0.901972215,0.359953016,0.041172016,-0.932061553,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.8,0,0,0,0,0,0,0,0,0,11385.5168,0.532012939,-0.146987915,-0.602722168,11385.49669,-1.802711368,-0.602119505,1.484244466,0.202163398,-0.235331148,0.303326547,XArbitraryZVertical,-0.10538868,0.143933615,0.413653408,0.892786177,0.344192654,0.069101855,-0.93635267,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.8,0,0,0,0,0,0,0,0,0,11385.55201,0.535110474,-0.06690979,-0.602249146,11385.52687,-2.324209929,-0.460124463,1.731661081,0.20097366,-0.245477825,0.338313818,XArbitraryZVertical,-0.126149703,0.126499153,0.440131626,0.879982069,0.333678931,0.110666394,-0.936168432,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.9,0,0,0,0,0,0,0,0,0,11385.5872,0.545913696,-0.019744873,-0.593566895,11385.55702,-2.69796133,-0.357653737,1.991275072,0.205373913,-0.23020339,0.327594399,XArbitraryZVertical,-0.153277293,0.107630305,0.46988958,0.862627146,0.329736441,0.163293585,-0.929843605,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.9,0,0,0,0,0,0,0,0,0,11385.62239,0.58052063,0.110702515,-0.625946045,11385.61735,-2.430077553,-0.193642333,2.502821684,0.220582306,-0.206465632,0.290536165,XArbitraryZVertical,-0.211675586,0.070989227,0.535870713,0.814246086,0.342466891,0.268629938,-0.900307953,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:47.9,0,0,0,0,0,0,0,0,0,11385.6576,0.616928101,0.120925903,-0.634429932,11385.64753,-2.161500216,-0.088937268,2.740724802,0.237164646,-0.157685965,0.239630997,XArbitraryZVertical,-0.235195296,0.059308943,0.570273857,0.784827018,0.361345977,0.30153057,-0.882331252,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
53:48.0,0,0,0,0,0,0,0,0,0,11385.69279,0.617370605,0.192062378,-0.577178955,11385.67772,-2.097290277,-0.034797899,2.888986111,0.244146556,-0.198567897,0.24843061,XArbitraryZVertical,-0.2574599,0.049845808,0.605091074,0.75172773,0.386514336,0.326756984,-0.8624596,0,0,0,-1,-1,11365.78026,unknown,2,53:28.1,47:42.0,20,2.267731,0,0,14.11,0,0,50:58.8,637307626.1,0,0.9599991,99.51564,1,0.92
